日期,股票代碼,開盤價,最高價,最低價,收盤價,調整後收盤價,成交量
2026-04-23,META,663.7,669.56,653.05,659.15,658.54,11667000
2026-04-22,META,674.36,678.38,669.75,674.72,674.1,9215600
2026-04-21,META,671.0,676.2,667.33,668.84,668.22,8660100
2026-04-20,META,681.36,683.38,668.0,670.91,670.29,12534000
2026-04-17,META,678.6,691.52,675.13,688.55,687.91,16283500
2026-04-16,META,675.99,677.58,667.75,676.87,676.24,9544800
2026-04-15,META,667.0,678.5,664.22,671.58,670.96,14952600
2026-04-14,META,643.22,666.26,639.37,662.49,661.88,17818000
2026-04-13,META,629.5,635.0,624.4,634.53,633.94,9538900
2026-04-10,META,634.47,638.58,624.33,629.86,629.28,13294800
2026-04-09,META,626.97,637.5,623.0,628.39,627.81,19012900
2026-04-08,META,606.0,629.95,591.83,612.42,611.85,32036600
2026-04-07,META,572.48,575.23,564.76,575.05,574.52,9580800
2026-04-06,META,577.69,582.79,572.0,573.02,572.49,9515700
2026-04-02,META,566.04,578.5,559.7,574.46,573.93,13518500
2026-04-01,META,580.13,592.55,573.82,579.23,578.69,23608100
2026-03-31,META,549.98,573.69,546.77,572.13,571.6,32898300
2026-03-30,META,536.38,539.55,528.54,536.38,535.88,22795200
2026-03-27,META,540.1,543.6,520.26,525.72,525.23,30133000
2026-03-26,META,582.49,583.0,543.35,547.54,547.03,35780100
2026-03-25,META,598.74,603.67,593.4,594.89,594.34,12585000
2026-03-24,META,599.1,601.0,591.0,592.92,592.37,10739700
2026-03-23,META,605.79,608.64,599.01,604.06,603.5,13638000
2026-03-20,META,603.53,603.96,587.25,593.66,593.11,21214900
2026-03-19,META,612.15,613.0,602.26,606.7,606.14,13247700
2026-03-18,META,616.34,622.65,614.61,615.68,615.11,11726300
2026-03-17,META,627.99,636.55,621.7,622.66,622.08,10348800
2026-03-16,META,632.0,634.75,623.1,627.45,626.87,15134900
2026-03-13,META,623.89,629.17,609.55,613.71,612.62,18957600
2026-03-12,META,648.75,653.5,636.9,638.18,637.04,11617500
2026-03-11,META,654.76,659.12,648.36,654.86,653.69,8977200
2026-03-10,META,653.56,660.3,649.0,654.07,652.91,9859300
2026-03-09,META,634.78,647.75,626.78,647.39,646.24,13489700
2026-03-06,META,647.9,649.47,636.11,644.86,643.71,13159400
2026-03-05,META,661.93,670.7,650.31,660.57,659.39,13341400
2026-03-04,META,657.96,672.77,657.67,667.73,666.54,10810100
2026-03-03,META,648.29,659.04,638.84,655.08,653.91,12263800
2026-03-02,META,637.16,659.94,634.5,653.56,652.4,9816100
2026-02-27,META,643.45,649.44,638.12,648.18,647.03,15703000
2026-02-26,META,650.55,661.0,647.5,657.01,655.84,10637700
2026-02-25,META,642.53,653.88,642.14,653.69,652.53,11330700
2026-02-24,META,633.08,641.11,628.98,639.3,638.16,10135600
2026-02-23,META,652.54,657.7,636.0,637.25,636.12,8605900
2026-02-20,META,639.69,663.35,638.78,655.66,654.49,14183500
2026-02-19,META,638.57,647.19,636.72,644.78,643.63,10035700
2026-02-18,META,633.8,645.0,628.15,643.22,642.07,14649200
2026-02-17,META,639.5,642.6,628.8,639.29,638.15,12674700
2026-02-13,META,645.1,651.43,634.57,639.77,638.63,12336400
2026-02-12,META,669.97,676.0,645.28,649.81,648.65,14960100
2026-02-11,META,674.0,679.27,657.1,668.69,667.5,14323800
2026-02-10,META,677.6,680.65,669.79,670.72,669.53,10455800
2026-02-09,META,663.18,683.31,658.78,677.22,676.01,14837500
2026-02-06,META,665.49,671.99,646.5,661.46,660.28,18159300
2026-02-05,META,663.58,681.5,653.5,670.21,669.02,17131800
2026-02-04,META,687.73,688.83,667.46,668.99,667.8,16882800
2026-02-03,META,707.37,717.0,686.41,691.7,690.47,13760700
2026-02-02,META,714.6,721.3,703.52,706.41,705.15,14365200
2026-01-30,META,727.5,732.17,713.59,716.5,715.22,23744600
2026-01-29,META,737.43,744.0,712.55,738.31,737.0,59852900
2026-01-28,META,674.5,677.68,666.1,668.73,667.54,25709600
2026-01-27,META,674.59,676.82,664.66,672.97,671.77,13297400
2026-01-26,META,665.13,675.28,661.29,672.36,671.16,16327400
2026-01-23,META,644.77,666.49,644.45,658.76,657.59,22797700
2026-01-22,META,629.35,660.57,626.55,647.63,646.48,21394700
2026-01-21,META,606.74,618.27,600.08,612.96,611.87,14494700
2026-01-20,META,607.88,611.4,600.0,604.12,603.04,15169600
2026-01-16,META,624.18,629.08,620.08,620.25,619.15,17012500
2026-01-15,META,618.48,624.17,614.23,620.8,619.69,13076100
2026-01-14,META,626.5,628.45,614.82,615.52,614.42,15527900
2026-01-13,META,642.27,642.27,624.1,631.09,629.97,18030400
2026-01-12,META,652.53,653.97,641.23,641.97,640.83,14797200
2026-01-09,META,645.44,654.95,642.85,653.06,651.9,11634900
2026-01-08,META,645.88,647.1,635.72,646.06,644.91,11921700
2026-01-07,META,655.64,659.15,644.81,648.69,647.53,12846300
2026-01-06,META,659.57,665.52,651.9,660.62,659.44,11074400
2026-01-05,META,651.01,664.54,647.75,658.79,657.62,12213700
2026-01-02,META,662.73,664.39,643.5,650.41,649.25,13726500
2025-12-31,META,664.75,665.0,659.44,660.09,658.91,7940400
2025-12-30,META,658.69,672.22,657.84,665.95,664.76,9187500
2025-12-29,META,658.01,660.25,654.39,658.69,657.52,8506500
2025-12-26,META,668.06,668.95,661.32,663.29,662.11,7133800
2025-12-24,META,662.53,668.18,662.2,667.55,666.36,5627500
2025-12-23,META,660.05,666.0,658.25,664.94,663.76,8486800
2025-12-22,META,661.65,673.58,656.65,661.5,660.32,15659400
2025-12-19,META,666.42,671.0,658.18,658.77,657.6,49977100
2025-12-18,META,657.03,670.56,656.46,664.45,663.27,20260300
2025-12-17,META,655.61,661.23,649.2,649.5,648.34,15598500
2025-12-16,META,643.5,662.54,643.2,657.15,655.98,14309100
2025-12-15,META,645.7,653.0,638.7,647.51,646.36,15549100
2025-12-12,META,649.8,711.0,638.61,644.23,642.56,14016900
2025-12-11,META,643.29,655.28,640.8,652.71,651.02,13056700
2025-12-10,META,649.95,654.51,643.4,650.13,648.44,16910900
2025-12-09,META,663.77,664.48,653.34,656.96,655.26,12997100
2025-12-08,META,669.34,676.71,665.07,666.8,665.07,13161000
2025-12-05,META,664.0,674.69,662.39,673.42,671.67,21207900
2025-12-04,META,676.0,676.1,660.05,661.53,659.81,29874600
2025-12-03,META,644.41,648.85,637.55,639.6,637.94,11134300
2025-12-02,META,642.34,647.87,638.07,647.1,645.42,11640900
2025-12-01,META,639.55,645.32,637.76,640.87,639.21,13029900
2025-11-28,META,636.08,648.05,635.5,647.95,646.27,11033200
2025-11-26,META,637.69,638.36,631.63,633.61,631.97,15209500
2025-11-25,META,624.0,637.05,618.3,636.22,634.57,25213000
2025-11-24,META,598.72,616.7,597.63,613.05,611.46,23554900
2025-11-21,META,588.5,598.12,581.86,594.25,592.71,21052600
2025-11-20,META,603.5,606.72,583.35,589.15,587.62,20603000
2025-11-19,META,593.72,595.33,581.25,590.32,588.79,24744700
2025-11-18,META,591.6,603.66,583.78,597.69,596.14,25500600
2025-11-17,META,609.04,611.69,595.4,602.01,600.45,16501300
2025-11-14,META,601.79,613.68,595.2,609.46,607.88,20724100
2025-11-13,META,613.07,617.65,603.0,609.89,608.31,20973800
2025-11-12,META,628.13,628.99,607.77,609.01,607.43,24493300
2025-11-11,META,628.0,629.56,619.39,627.08,625.45,13302200
2025-11-10,META,631.09,635.0,618.11,631.76,630.12,19245000
2025-11-07,META,616.49,622.13,601.2,621.71,620.1,29946800
2025-11-06,META,635.85,636.0,618.0,618.94,617.33,23628800
2025-11-05,META,632.31,642.23,626.54,635.95,634.3,20219900
2025-11-04,META,628.04,641.74,626.01,627.32,625.69,27356600
2025-11-03,META,656.0,659.33,636.18,637.71,636.06,33003600
2025-10-31,META,674.51,674.89,645.57,648.35,646.67,56953200
2025-10-30,META,669.15,680.96,650.17,666.47,664.74,88440100
2025-10-29,META,754.75,759.16,742.51,751.67,749.72,26818600
2025-10-28,META,752.63,758.4,745.52,751.44,749.49,12193800
2025-10-27,META,749.73,755.75,748.01,750.82,748.87,11321100
2025-10-24,META,736.79,741.21,731.15,738.36,736.44,9151300
2025-10-23,META,734.7,742.41,733.1,734.0,732.1,9856000
2025-10-22,META,733.83,740.6,724.03,733.41,731.51,8734500
2025-10-21,META,736.02,738.5,728.75,733.27,731.37,7647300
2025-10-20,META,721.19,733.77,720.18,732.17,730.27,8900200
2025-10-17,META,707.08,718.54,706.12,716.92,715.06,12232400
2025-10-16,META,717.55,725.49,703.88,712.07,710.22,9017000
2025-10-15,META,717.06,723.9,709.51,717.55,715.69,10246800
2025-10-14,META,707.78,715.55,699.33,708.65,706.81,8829800
2025-10-13,META,713.01,719.94,707.64,715.7,713.84,9251800
2025-10-10,META,730.92,735.27,704.51,705.3,703.47,16980100
2025-10-09,META,718.28,733.51,712.44,733.51,731.61,12717200
2025-10-08,META,713.45,719.65,707.81,717.84,715.98,10790600
2025-10-07,META,717.72,718.5,705.75,713.08,711.23,12062900
2025-10-06,META,705.19,716.88,690.51,715.66,713.8,21654700
2025-10-03,META,729.63,731.0,710.18,710.56,708.72,16154300
2025-10-02,META,722.58,727.77,718.14,727.05,725.16,11415300
2025-10-01,META,721.49,721.85,710.2,717.34,715.48,20419600
2025-09-30,META,742.25,742.97,726.3,734.38,732.47,16226800
2025-09-29,META,748.72,750.78,739.15,743.4,741.47,9246800
2025-09-26,META,750.0,751.93,737.35,743.75,741.82,9696300
2025-09-25,META,753.45,756.77,744.55,748.91,746.97,10591100
2025-09-24,META,757.5,761.11,752.53,760.66,758.69,8828200
2025-09-23,META,769.25,770.6,751.07,755.4,753.44,10872600
2025-09-22,META,781.85,785.73,764.47,765.16,763.18,11706900
2025-09-19,META,786.42,790.8,769.19,778.38,775.84,23696800
2025-09-18,META,780.75,788.78,773.36,780.25,777.7,10955000
2025-09-17,META,779.99,783.29,766.31,775.72,773.19,9400900
2025-09-16,META,767.0,781.36,765.1,779.0,776.46,11782500
2025-09-15,META,757.47,774.07,751.99,764.7,762.2,10533800
2025-09-12,META,748.73,757.57,743.76,755.59,753.12,8248600
2025-09-11,META,754.65,757.1,748.37,750.9,748.45,7923300
2025-09-10,META,765.13,765.7,751.0,751.98,749.52,12478300
2025-09-09,META,757.49,766.3,753.43,765.7,763.2,10999000
2025-09-08,META,756.0,766.51,752.02,752.3,749.84,13087800
2025-09-05,META,752.62,757.95,745.03,752.45,749.99,9663400
2025-09-04,META,748.57,761.16,745.82,748.65,746.2,11439100
2025-09-03,META,736.0,740.25,733.99,737.05,734.64,7699300
2025-09-02,META,726.04,736.0,721.73,735.11,732.71,9350900
2025-08-29,META,745.28,747.14,735.35,738.7,736.29,9070500
2025-08-28,META,744.0,753.05,740.8,751.11,748.66,7468000
2025-08-27,META,752.3,754.15,742.84,747.38,744.94,8315400
2025-08-26,META,750.8,754.87,747.94,754.1,751.64,7601800
2025-08-25,META,754.82,758.88,750.13,753.3,750.84,6861200
2025-08-22,META,739.23,756.9,734.39,754.79,752.32,10612700
2025-08-21,META,744.71,745.5,733.11,739.1,736.69,8876300
2025-08-20,META,747.57,750.2,731.0,747.72,745.28,11898200
2025-08-19,META,767.12,767.17,749.36,751.48,749.03,12286700
2025-08-18,META,775.09,775.81,756.56,767.37,764.86,16513700
2025-08-15,META,784.15,796.25,780.82,785.23,782.66,13375400
2025-08-14,META,777.88,787.81,772.51,782.13,779.57,8116200
2025-08-13,META,791.15,795.46,778.23,780.08,777.53,8811800
2025-08-12,META,773.0,793.67,772.43,790.0,787.42,14563100
2025-08-11,META,770.08,773.46,764.67,765.87,763.37,7612000
2025-08-08,META,762.75,769.9,758.58,769.3,766.79,7320800
2025-08-07,META,773.49,775.0,759.55,761.83,759.34,9019700
2025-08-06,META,770.0,773.64,760.46,771.99,769.47,9733900
2025-08-05,META,776.45,783.13,763.0,763.46,760.97,11640300
2025-08-04,META,760.0,776.85,758.41,776.37,773.83,15801700
2025-08-01,META,760.73,766.0,745.31,750.01,747.56,19028700
2025-07-31,META,775.2,784.75,765.51,773.44,770.91,38831100
2025-07-30,META,708.09,708.5,691.2,695.21,692.94,27077300
2025-07-29,META,720.0,724.47,699.91,700.0,697.71,13267000
2025-07-28,META,715.2,724.74,712.68,717.63,715.29,8715700
2025-07-25,META,716.92,720.65,711.9,712.68,710.35,8271700
2025-07-24,META,717.05,723.62,714.0,714.8,712.46,10920800
2025-07-23,META,706.37,714.63,704.93,713.58,711.25,8771600
2025-07-22,META,716.19,716.6,701.41,704.81,702.51,8921100
2025-07-21,META,706.8,717.0,705.76,712.97,710.64,9404400
2025-07-18,META,702.19,704.71,691.65,704.28,701.98,12779800
2025-07-17,META,704.39,705.9,697.11,701.41,699.12,11803300
2025-07-16,META,713.37,713.97,699.27,702.91,700.61,13067600
2025-07-15,META,723.9,724.47,709.82,710.39,708.07,11529500
2025-07-14,META,717.6,728.0,716.55,720.92,718.56,8939400
2025-07-11,META,722.5,725.16,709.7,717.51,715.17,10873900
2025-07-10,META,731.55,735.8,719.6,727.24,724.86,9913600
2025-07-09,META,722.72,737.53,722.72,732.78,730.39,11418000
2025-07-08,META,721.57,722.91,714.81,720.67,718.32,7770700
2025-07-07,META,717.6,727.0,713.51,718.35,716.0,9457100
2025-07-03,META,726.61,729.03,714.42,719.01,716.66,8601700
2025-07-02,META,715.33,720.3,712.8,713.57,711.24,9336700
2025-07-01,META,736.88,737.75,715.37,719.22,716.87,13431200
2025-06-30,META,744.55,747.9,734.25,738.09,735.68,15402100
2025-06-27,META,726.52,735.43,725.86,733.63,731.23,18775700
2025-06-26,META,714.36,728.22,711.05,726.09,723.72,13964800
2025-06-25,META,713.32,716.58,705.38,708.68,706.36,9320400
2025-06-24,META,704.89,713.19,702.11,712.2,709.87,13823200
2025-06-23,META,683.69,699.05,678.75,698.53,696.25,11080100
2025-06-20,META,700.75,701.82,678.67,682.35,680.12,22538600
2025-06-18,META,698.18,701.59,694.9,695.77,693.5,10068300
2025-06-17,META,702.0,705.97,696.06,697.23,694.95,10066100
2025-06-16,META,699.33,707.15,693.51,702.12,699.83,13720300
2025-06-13,META,687.95,694.57,681.01,682.87,680.12,9274400
2025-06-12,META,693.3,695.38,687.0,693.36,690.56,7322700
2025-06-11,META,703.71,708.87,691.99,694.14,691.34,9582500
2025-06-10,META,701.35,703.23,691.56,702.4,699.57,10850100
2025-06-09,META,698.46,705.19,693.94,694.06,691.26,12773200
2025-06-06,META,696.17,702.81,691.87,697.71,694.9,11728000
2025-06-05,META,691.66,694.38,682.25,684.62,681.86,13083100
2025-06-04,META,669.32,689.0,668.57,687.95,685.18,14031900
2025-06-03,META,671.45,675.58,665.03,666.85,664.16,11585000
2025-06-02,META,644.39,673.26,644.26,670.9,668.19,15766300
2025-05-30,META,642.5,649.41,632.78,647.49,644.88,16241000
2025-05-29,META,651.65,653.32,639.5,645.05,642.45,8858800
2025-05-28,META,642.6,650.88,642.55,643.58,640.98,9042900
2025-05-27,META,635.41,643.08,632.75,642.32,639.73,9508400
2025-05-23,META,624.0,632.45,622.65,627.06,624.53,8454100
2025-05-22,META,634.05,643.25,630.71,636.57,634.0,8228400
2025-05-21,META,631.79,646.61,630.17,635.5,632.94,11464600
2025-05-20,META,636.01,639.35,632.26,637.1,634.53,6743500
2025-05-19,META,628.25,643.0,627.8,640.43,637.85,9592400
2025-05-16,META,637.96,640.44,626.15,640.34,637.76,18519000
2025-05-15,META,654.28,657.31,638.58,643.88,641.28,14341800
2025-05-14,META,661.21,662.67,654.31,659.36,656.7,12348200
2025-05-13,META,645.54,660.92,642.83,656.03,653.38,18570800
2025-05-12,META,630.92,640.39,621.03,639.43,636.85,21965100
2025-05-09,META,603.72,606.97,591.71,592.49,590.1,10427300
2025-05-08,META,606.29,611.3,596.62,598.01,595.6,14622800
2025-05-07,META,590.36,603.08,586.67,596.81,594.4,13139100
2025-05-06,META,592.53,596.03,586.58,587.31,584.94,10600700
2025-05-05,META,591.22,603.21,588.05,599.27,596.85,13887700
2025-05-02,META,583.46,604.34,578.33,597.02,594.61,24739300
2025-05-01,META,592.08,592.95,570.5,572.21,569.9,31159000
2025-04-30,META,538.4,549.1,529.5,549.0,546.79,29244000
2025-04-29,META,546.0,556.57,544.12,554.44,552.2,11835000
2025-04-28,META,555.64,558.49,540.59,549.74,547.52,15179000
2025-04-25,META,546.8,549.86,536.25,547.27,545.06,17098900
2025-04-24,META,518.73,533.9,517.5,533.15,531.0,13910000
2025-04-23,META,528.53,535.34,516.52,520.27,518.17,18173900
2025-04-22,META,491.87,506.88,486.36,500.28,498.26,17399400
2025-04-21,META,491.33,493.5,479.8,484.66,482.71,16166000
2025-04-17,META,505.25,507.3,498.01,501.48,499.46,14593500
2025-04-16,META,508.51,513.37,495.63,502.31,500.28,18735100
2025-04-15,META,532.11,537.94,517.5,521.52,519.42,15558700
2025-04-14,META,556.17,557.77,528.28,531.48,529.34,14130900
2025-04-11,META,535.51,547.4,528.59,543.57,541.38,17642300
2025-04-10,META,575.49,581.3,535.3,546.29,544.09,28173500
2025-04-09,META,509.27,587.89,502.11,585.77,583.41,39216600
2025-04-08,META,543.25,547.43,502.86,510.45,508.39,28034200
2025-04-07,META,485.1,539.37,481.9,516.25,514.17,36606100
2025-04-04,META,506.62,518.0,494.2,504.73,502.69,38589800
2025-04-03,META,546.22,552.56,530.3,531.62,529.48,34777500
2025-04-02,META,574.91,592.66,573.36,583.93,581.57,13470800
2025-04-01,META,570.84,589.91,570.0,586.0,583.64,12836600
2025-03-31,META,563.5,578.7,553.3,576.36,574.04,21124700
2025-03-28,META,600.31,601.75,573.92,576.74,574.41,17602800
2025-03-27,META,602.0,614.25,600.1,602.58,600.15,10436500
2025-03-26,META,624.89,626.75,606.61,610.98,608.52,12609800
2025-03-25,META,626.76,633.88,621.18,626.31,623.78,15312500
2025-03-24,META,614.97,622.54,612.2,618.85,616.35,15741300
2025-03-21,META,583.42,597.54,580.95,596.25,593.85,25015900
2025-03-20,META,582.76,610.2,579.51,586.0,583.64,24336500
2025-03-19,META,584.28,592.32,574.77,584.06,581.7,20537500
2025-03-18,META,600.05,600.25,574.66,582.36,580.01,20297700
2025-03-17,META,607.46,613.1,598.0,604.9,602.46,15473900
2025-03-14,META,602.8,608.86,594.78,607.6,605.15,12364500
2025-03-13,META,620.25,620.5,586.51,590.64,587.73,16480300
2025-03-12,META,629.9,633.33,609.35,619.56,616.51,15747000
2025-03-11,META,595.05,614.93,593.33,605.71,602.73,17401500
2025-03-10,META,608.07,610.11,586.87,597.99,595.05,21999900
2025-03-07,META,625.37,634.79,600.61,625.66,622.58,21375700
2025-03-06,META,648.0,650.56,624.11,627.93,624.84,13446500
2025-03-05,META,641.0,659.5,637.66,656.47,653.24,13770000
2025-03-04,META,645.51,649.75,623.65,640.0,636.85,21495200
2025-03-03,META,673.68,681.25,650.84,655.05,651.83,10843800
2025-02-28,META,658.04,669.63,642.6,668.2,664.91,17534200
2025-02-27,META,682.45,688.65,657.57,658.24,655.0,12500000
2025-02-26,META,659.65,683.01,658.0,673.7,670.39,14488700
2025-02-25,META,665.97,668.0,641.86,657.5,654.27,20579700
2025-02-24,META,686.28,687.27,662.45,668.13,664.84,15677000
2025-02-21,META,696.58,703.87,682.36,683.55,680.19,15660400
2025-02-20,META,697.28,705.63,693.64,694.84,691.42,12587400
2025-02-19,META,704.1,707.0,695.39,703.77,700.31,17535500
2025-02-18,META,736.0,737.0,706.44,716.37,712.85,21938700
2025-02-14,META,726.14,740.91,725.62,736.67,733.05,16901200
2025-02-13,META,721.52,729.0,718.04,728.56,724.98,12569100
2025-02-12,META,715.3,727.1,712.6,725.38,721.81,12016500
2025-02-11,META,713.32,723.66,710.04,719.8,716.26,12998000
2025-02-10,META,718.56,721.2,711.33,717.4,713.87,12904300
2025-02-07,META,716.8,725.01,711.75,714.52,711.01,16427100
2025-02-06,META,705.88,718.9,703.5,711.99,708.49,13080700
2025-02-05,META,703.55,718.14,699.01,704.87,701.4,17778200
2025-02-04,META,702.5,707.71,691.61,704.19,700.73,13826300
2025-02-03,META,675.91,704.0,675.25,697.46,694.03,21415700
2025-01-31,META,691.0,705.3,685.58,689.18,685.79,19303900
2025-01-30,META,696.82,710.79,676.1,687.0,683.62,29322900
2025-01-29,META,675.0,681.05,665.67,676.49,673.16,21377800
2025-01-28,META,666.0,682.58,659.47,674.33,671.01,20950100
2025-01-27,META,626.61,663.87,625.1,659.88,656.63,28399200
2025-01-24,META,636.4,652.0,634.2,647.49,644.31,19065300
2025-01-23,META,627.36,636.6,621.15,636.45,633.32,9910200
2025-01-22,META,623.3,633.7,619.43,623.5,620.43,12274000
2025-01-21,META,617.83,621.5,609.01,616.46,613.43,11674000
2025-01-17,META,624.05,624.97,603.67,612.77,609.76,17280600
2025-01-16,META,611.5,616.25,609.71,611.3,608.29,8355300
2025-01-15,META,610.21,622.46,606.5,617.12,614.08,15524300
2025-01-14,META,605.07,605.49,588.55,594.25,591.33,13598000
2025-01-13,META,607.1,608.97,598.45,608.33,605.34,10785000
2025-01-10,META,610.03,629.91,597.34,615.86,612.83,19256600
2025-01-08,META,613.4,616.44,602.79,610.72,607.72,10085800
2025-01-07,META,631.7,632.1,608.23,617.89,614.85,12071500
2025-01-06,META,611.83,630.99,605.62,630.2,627.1,14560800
2025-01-03,META,604.76,609.5,596.41,604.63,601.66,11436800
2025-01-02,META,589.72,604.91,587.82,599.24,596.29,12682300
2024-12-31,META,592.27,593.97,583.85,585.51,582.63,6019500
2024-12-30,META,588.75,596.94,585.58,591.24,588.33,7025900
2024-12-27,META,599.41,601.85,589.8,599.81,596.86,8084200
