date,stock_id,Open,High,Low,Close,Adj_Close,Volume
2025-08-04,LITE,108.79,111.2,107.02,111.13,111.13,1427800
2025-08-01,LITE,103.84,108.45,101.61,106.68,106.68,2431700
2025-07-31,LITE,110.64,114.12,109.65,110.08,110.08,2170300
2025-07-30,LITE,109.4,111.24,107.89,109.85,109.85,1927900
2025-07-29,LITE,109.38,112.1,108.01,109.48,109.48,2399200
2025-07-28,LITE,105.02,107.24,104.5,107.17,107.17,1264800
2025-07-25,LITE,102.88,104.63,101.22,104.52,104.52,914400
2025-07-24,LITE,102.52,103.65,101.8,102.85,102.85,1186600
2025-07-23,LITE,101.67,104.61,99.92,102.13,102.13,2827200
2025-07-22,LITE,103.13,103.48,97.55,99.63,99.63,3131100
2025-07-21,LITE,102.22,105.47,100.53,103.84,103.84,3612100
2025-07-18,LITE,103.49,103.9,100.41,102.22,102.22,1800500
2025-07-17,LITE,99.63,103.02,99.29,102.64,102.64,2921900
2025-07-16,LITE,98.1,99.68,95.18,99.63,99.63,2048600
2025-07-15,LITE,95.85,98.55,94.32,98.14,98.14,3303500
2025-07-14,LITE,92.75,93.86,90.98,92.24,92.24,1840700
2025-07-11,LITE,92.19,94.15,91.93,92.99,92.99,1403100
2025-07-10,LITE,90.79,92.78,88.93,92.62,92.62,2148600
2025-07-09,LITE,91.46,91.76,89.02,90.44,90.44,2333700
2025-07-08,LITE,92.9,94.08,90.66,91.31,91.31,1714700
2025-07-07,LITE,91.66,92.47,89.82,91.08,91.08,1561300
2025-07-03,LITE,91.14,93.68,90.96,92.75,92.75,1019500
2025-07-02,LITE,90.14,91.29,88.37,91.24,91.24,3004500
2025-07-01,LITE,92.97,93.61,88.74,91.49,91.49,2937700
2025-06-30,LITE,95.0,96.68,94.26,95.06,95.06,2980500
2025-06-27,LITE,94.69,95.43,92.77,94.75,94.75,2785300
2025-06-26,LITE,92.53,94.94,92.4,94.71,94.71,1708900
2025-06-25,LITE,92.93,93.36,91.22,91.77,91.77,1381300
2025-06-24,LITE,90.26,92.53,89.61,91.81,91.81,2091000
2025-06-23,LITE,88.88,89.89,86.63,89.16,89.16,1537500
2025-06-20,LITE,90.35,90.65,88.08,89.66,89.66,2104900
2025-06-18,LITE,87.35,90.2,86.57,88.46,88.46,2434800
2025-06-17,LITE,84.64,87.13,83.59,86.35,86.35,1870600
2025-06-16,LITE,83.42,88.21,83.42,85.78,85.78,2361100
2025-06-13,LITE,83.2,84.5,81.93,82.46,82.46,1667300
2025-06-12,LITE,82.35,86.42,82.0,85.5,85.5,1996900
2025-06-11,LITE,83.67,84.2,81.04,82.36,82.36,1799700
2025-06-10,LITE,83.74,83.74,80.39,81.96,81.96,2069000
2025-06-09,LITE,82.27,83.37,80.67,82.11,82.11,1273900
2025-06-06,LITE,83.0,83.45,80.43,81.46,81.46,1694600
2025-06-05,LITE,82.01,84.99,81.11,81.64,81.64,3461800
2025-06-04,LITE,83.75,84.04,79.5,80.28,80.28,4864900
2025-06-03,LITE,76.12,79.35,75.62,77.65,77.65,1851100
2025-06-02,LITE,73.0,76.26,72.29,75.86,75.86,1800300
2025-05-30,LITE,74.06,74.49,71.04,72.28,72.28,3313600
2025-05-29,LITE,80.0,80.0,75.12,75.41,75.41,1750100
2025-05-28,LITE,78.64,79.2,76.88,77.9,77.9,1531300
2025-05-27,LITE,77.39,79.68,76.68,78.37,78.37,1438300
2025-05-23,LITE,73.89,75.9,73.59,75.77,75.77,1133200
2025-05-22,LITE,75.7,76.9,75.29,75.88,75.88,1237100
2025-05-21,LITE,76.93,78.49,75.18,75.95,75.95,1719000
2025-05-20,LITE,77.02,77.43,76.28,77.11,77.11,1028400
2025-05-19,LITE,75.88,77.95,75.75,77.87,77.87,1177900
2025-05-16,LITE,77.98,78.93,75.76,77.95,77.95,2352700
2025-05-15,LITE,76.87,79.0,76.55,77.76,77.76,2523900
2025-05-14,LITE,74.94,78.6,74.82,78.29,78.29,4938300
2025-05-13,LITE,71.8,75.25,71.38,74.51,74.51,2888000
2025-05-12,LITE,70.75,72.15,69.26,71.73,71.73,3730000
2025-05-09,LITE,66.07,66.83,63.98,64.87,64.87,2324300
2025-05-08,LITE,67.82,68.25,64.89,65.66,65.66,4051900
2025-05-07,LITE,66.17,67.06,60.38,66.24,66.24,5554500
2025-05-06,LITE,60.87,64.6,60.5,64.42,64.42,4884600
2025-05-05,LITE,61.49,63.83,61.49,63.17,63.17,1819700
2025-05-02,LITE,63.35,64.59,62.31,62.86,62.86,2509400
2025-05-01,LITE,61.87,64.41,61.45,61.52,61.52,2560500
2025-04-30,LITE,57.49,59.25,56.8,59.04,59.04,1611200
2025-04-29,LITE,59.76,60.82,59.24,59.96,59.96,1048000
2025-04-28,LITE,59.58,60.76,58.86,60.08,60.08,1771300
2025-04-25,LITE,58.82,61.1,57.88,60.0,60.0,1466900
2025-04-24,LITE,55.28,59.19,55.0,58.77,58.77,2235900
2025-04-23,LITE,55.03,60.28,55.03,55.17,55.17,2604000
2025-04-22,LITE,51.35,52.39,50.46,51.64,51.64,1504100
2025-04-21,LITE,50.27,50.69,49.13,50.07,50.07,1474100
2025-04-17,LITE,52.25,52.46,50.69,52.0,52.0,1094100
2025-04-16,LITE,50.25,52.62,50.25,52.21,52.21,2058800
2025-04-15,LITE,52.6,54.15,52.57,52.69,52.69,1897000
2025-04-14,LITE,54.92,55.65,51.41,52.36,52.36,3458800
2025-04-11,LITE,53.29,53.83,50.63,51.27,51.27,4623900
2025-04-10,LITE,57.59,57.9,52.94,54.47,54.47,3274100
2025-04-09,LITE,49.48,62.88,48.88,59.81,59.81,5106500
2025-04-08,LITE,55.83,56.66,48.51,50.02,50.02,4243300
2025-04-07,LITE,48.01,57.4,47.05,52.26,52.26,4811300
2025-04-04,LITE,51.44,51.72,45.65,49.56,49.56,5873400
2025-04-03,LITE,61.4,61.6,53.06,53.45,53.45,5501700
2025-04-02,LITE,61.84,68.9,61.64,66.82,66.82,4008500
2025-04-01,LITE,62.03,63.91,59.83,63.59,63.59,3602300
2025-03-31,LITE,60.85,62.53,59.25,62.34,62.34,1597400
2025-03-28,LITE,63.24,64.55,61.57,62.58,62.58,1715700
2025-03-27,LITE,65.0,65.25,63.0,63.98,63.98,1835200
2025-03-26,LITE,71.0,71.02,65.53,66.11,66.11,2459700
2025-03-25,LITE,72.68,73.6,69.78,71.07,71.07,1539300
2025-03-24,LITE,70.51,73.71,70.4,73.63,73.63,2575600
2025-03-21,LITE,67.15,67.91,66.33,66.61,66.61,1762700
2025-03-20,LITE,65.91,70.06,65.91,68.83,68.83,2189500
2025-03-19,LITE,67.05,69.61,65.21,67.17,67.17,2433900
2025-03-18,LITE,67.5,68.98,63.37,65.88,65.88,4650500
2025-03-17,LITE,63.96,68.44,63.67,68.31,68.31,3365000
2025-03-14,LITE,61.82,63.67,60.53,63.61,63.61,2284000
2025-03-13,LITE,63.19,63.19,58.7,60.29,60.29,2759200
2025-03-12,LITE,65.08,66.27,63.85,64.02,64.02,3680300
2025-03-11,LITE,59.51,64.54,58.81,62.05,62.05,5382700
2025-03-10,LITE,59.66,60.75,55.96,57.41,57.41,3734300
2025-03-07,LITE,61.55,62.86,57.85,62.11,62.11,2899300
2025-03-06,LITE,64.57,66.78,60.91,61.09,61.09,2890600
2025-03-05,LITE,65.14,67.97,63.54,67.34,67.34,2117600
2025-03-04,LITE,62.8,66.89,61.35,65.09,65.09,3304300
2025-03-03,LITE,71.42,71.42,64.38,65.69,65.69,2905300
2025-02-28,LITE,68.54,70.62,66.62,70.33,70.33,2615100
2025-02-27,LITE,75.54,75.57,69.45,69.62,69.62,2107000
2025-02-26,LITE,72.18,75.63,71.98,72.5,72.5,1917000
2025-02-25,LITE,72.05,72.14,67.66,70.39,70.39,3035100
2025-02-24,LITE,73.35,75.89,71.0,72.47,72.47,2920800
2025-02-21,LITE,77.0,79.47,73.21,73.35,73.35,1987600
2025-02-20,LITE,77.39,77.42,73.36,76.34,76.34,2888100
2025-02-19,LITE,79.38,79.84,76.53,77.29,77.29,1730400
2025-02-18,LITE,78.44,81.16,77.21,80.22,80.22,1730000
2025-02-14,LITE,77.5,79.14,75.52,77.68,77.68,1783100
2025-02-13,LITE,79.3,80.85,76.57,78.13,78.13,2281500
2025-02-12,LITE,77.83,80.55,76.58,79.22,79.22,1945900
2025-02-11,LITE,80.55,81.77,79.47,79.6,79.6,2520100
2025-02-10,LITE,86.09,86.35,81.69,81.93,81.93,3574400
2025-02-07,LITE,87.11,91.49,84.34,85.9,85.9,6389700
2025-02-06,LITE,94.0,95.0,88.15,92.67,92.67,5130100
2025-02-05,LITE,87.0,90.65,86.0,89.19,89.19,2856800
2025-02-04,LITE,86.19,88.03,84.39,86.33,86.33,3098300
2025-02-03,LITE,80.18,85.96,78.8,84.31,84.31,2007600
2025-01-31,LITE,85.3,88.0,84.54,85.06,85.06,2119000
2025-01-30,LITE,84.01,88.99,83.07,83.98,83.98,2867700
2025-01-29,LITE,78.11,80.87,77.4,77.91,77.91,1863300
2025-01-28,LITE,76.8,78.06,74.91,77.8,77.8,3546400
2025-01-27,LITE,88.73,88.85,71.05,74.17,74.17,7619600
2025-01-24,LITE,100.0,100.64,95.47,95.65,95.65,1786500
2025-01-23,LITE,98.72,100.71,98.25,99.33,99.33,1302200
