日期,股票代碼,開盤價,最高價,最低價,收盤價,調整後收盤價,成交量
2026-04-29,GOOG,345.48,353.4,342.43,347.31,347.1,22232200
2026-04-28,GOOG,346.92,349.9,344.28,347.5,347.29,18502300
2026-04-27,GOOG,343.88,350.9,340.81,348.52,348.31,17443000
2026-04-24,GOOG,337.72,343.69,334.05,342.32,342.11,18260900
2026-04-23,GOOG,339.58,340.16,335.06,337.75,337.55,13442100
2026-04-22,GOOG,334.89,338.03,332.96,337.73,337.53,12954200
2026-04-21,GOOG,335.58,337.17,329.63,330.47,330.27,14623800
2026-04-20,GOOG,338.56,339.16,334.63,335.4,335.2,12897300
2026-04-17,GOOG,334.43,339.98,333.29,339.4,339.2,19683800
2026-04-16,GOOG,335.85,337.38,331.65,332.77,332.57,13949600
2026-04-15,GOOG,330.56,335.0,328.66,334.47,334.27,15104100
2026-04-14,GOOG,322.07,330.64,321.15,330.58,330.38,18557500
2026-04-13,GOOG,315.42,319.43,313.69,319.21,319.02,12212800
2026-04-10,GOOG,318.23,319.5,314.54,315.72,315.53,11997600
2026-04-09,GOOG,313.19,317.43,309.47,316.37,316.18,14606800
2026-04-08,GOOG,317.83,319.39,312.7,314.74,314.55,20887500
2026-04-07,GOOG,300.14,304.1,295.42,303.93,303.75,17317700
2026-04-06,GOOG,294.7,298.42,293.79,297.66,297.48,10121700
2026-04-02,GOOG,288.99,295.9,287.57,294.46,294.28,13433400
2026-04-01,GOOG,289.98,297.98,289.47,294.9,294.72,24403600
2026-03-31,GOOG,277.54,287.05,276.76,286.86,286.69,31625100
2026-03-30,GOOG,275.44,276.26,271.54,273.14,272.98,22752300
2026-03-27,GOOG,277.4,279.09,273.48,273.76,273.6,25703300
2026-03-26,GOOG,286.19,286.52,279.05,280.74,280.57,29281200
2026-03-25,GOOG,292.15,294.66,287.37,289.59,289.42,22343000
2026-03-24,GOOG,296.21,297.1,288.86,289.2,289.03,27411200
2026-03-23,GOOG,300.53,303.37,298.03,299.02,298.84,22204100
2026-03-20,GOOG,304.07,304.37,296.75,298.79,298.61,34763500
2026-03-19,GOOG,303.21,306.68,301.0,305.73,305.55,15399700
2026-03-18,GOOG,307.9,310.75,305.55,306.3,306.12,13848400
2026-03-17,GOOG,304.67,310.05,304.35,309.41,309.22,14423600
2026-03-16,GOOG,303.6,305.57,301.81,304.42,304.24,14822000
2026-03-13,GOOG,306.65,307.26,299.78,301.46,301.28,16857500
2026-03-12,GOOG,306.21,308.64,300.84,303.21,303.03,15610200
2026-03-11,GOOG,306.3,311.07,305.84,308.42,308.23,13376700
2026-03-10,GOOG,305.88,309.15,305.31,306.93,306.75,14386400
2026-03-09,GOOG,294.14,306.5,293.93,306.01,305.83,19632700
2026-03-06,GOOG,296.07,300.33,295.25,298.3,297.91,17598000
2026-03-05,GOOG,303.2,303.37,298.07,300.91,300.52,22643900
2026-03-04,GOOG,302.68,305.46,300.8,303.45,303.05,20015600
2026-03-03,GOOG,298.42,303.94,296.7,303.56,303.16,20361100
2026-03-02,GOOG,302.96,308.14,301.06,306.36,305.96,21854400
2026-02-27,GOOG,303.94,312.08,303.59,311.43,311.02,33389200
2026-02-26,GOOG,312.8,313.0,302.41,307.15,306.75,22380000
2026-02-25,GOOG,312.12,313.66,309.36,313.03,312.62,20209100
2026-02-24,GOOG,310.64,312.37,306.09,310.92,310.51,15040700
2026-02-23,GOOG,319.14,319.45,309.99,311.69,311.28,17641200
2026-02-20,GOOG,304.8,316.76,304.42,314.9,314.49,33663100
2026-02-19,GOOG,302.52,306.03,300.67,303.56,303.16,13448600
2026-02-18,GOOG,302.43,305.91,301.98,303.94,303.54,15847700
2026-02-17,GOOG,300.64,304.89,296.9,302.82,302.42,23750800
2026-02-13,GOOG,307.98,308.89,303.9,306.02,305.62,20236000
2026-02-12,GOOG,312.35,316.48,308.15,309.37,308.97,28194000
2026-02-11,GOOG,318.96,321.05,310.13,311.33,310.92,24008100
2026-02-10,GOOG,320.91,321.63,314.66,318.63,318.21,25281900
2026-02-09,GOOG,321.24,327.74,317.7,324.4,323.98,26103300
2026-02-06,GOOG,327.35,330.64,320.15,323.1,322.68,33877000
2026-02-05,GOOG,313.2,332.64,306.92,331.33,330.9,51842000
2026-02-04,GOOG,343.76,344.25,329.37,333.34,332.9,36991100
2026-02-03,GOOG,348.52,350.15,338.59,340.7,340.26,25786500
2026-02-02,GOOG,336.55,345.17,336.01,344.9,344.45,22775200
2026-01-30,GOOG,334.46,340.29,332.64,338.53,338.09,21740200
2026-01-29,GOOG,340.35,342.29,326.72,338.66,338.22,24548300
2026-01-28,GOOG,336.61,337.63,332.13,336.28,335.84,17538500
2026-01-27,GOOG,335.63,338.21,333.75,335.0,334.56,16080900
2026-01-26,GOOG,328.2,336.35,327.49,333.59,333.15,18502500
2026-01-23,GOOG,332.65,334.03,327.97,328.43,328.0,19110600
2026-01-22,GOOG,334.27,335.21,328.88,330.84,330.41,19902100
2026-01-21,GOOG,321.1,332.73,319.54,328.38,327.95,22791700
2026-01-20,GOOG,321.24,328.09,320.89,322.16,321.74,27169900
2026-01-16,GOOG,334.93,335.24,328.17,330.34,329.91,21868600
2026-01-15,GOOG,338.05,338.13,331.29,333.16,332.73,16424900
2026-01-14,GOOG,334.98,337.03,331.14,336.31,335.87,17839300
2026-01-13,GOOG,335.28,341.2,334.35,336.43,335.99,24616700
2026-01-12,GOOG,326.5,334.44,325.51,332.73,332.3,23893800
2026-01-09,GOOG,327.49,331.48,326.25,329.14,328.71,17917700
2026-01-08,GOOG,329.27,330.54,321.99,326.01,325.58,21789600
2026-01-07,GOOG,314.57,326.46,314.5,322.43,322.01,24681800
2026-01-06,GOOG,317.31,321.56,312.34,314.55,314.14,18989900
2026-01-05,GOOG,317.7,319.25,315.25,317.32,316.91,19934000
2026-01-02,GOOG,317.59,322.91,310.65,315.32,314.91,22043700
2025-12-31,GOOG,313.37,315.39,312.2,313.8,313.39,10821500
2025-12-30,GOOG,313.41,317.7,313.25,314.55,314.14,11052500
2025-12-29,GOOG,312.82,314.97,311.9,314.39,313.98,12317700
2025-12-26,GOOG,315.92,316.56,313.72,314.96,314.55,6730900
2025-12-24,GOOG,316.15,316.29,313.32,315.67,315.26,6138200
2025-12-23,GOOG,311.14,316.3,310.75,315.68,315.27,13961400
2025-12-22,GOOG,311.23,311.7,306.59,311.33,310.92,14091400
2025-12-19,GOOG,303.27,308.99,302.34,308.61,308.21,45234400
2025-12-18,GOOG,303.06,305.26,300.63,303.75,303.35,21040500
2025-12-17,GOOG,309.01,309.2,297.45,298.06,297.67,29120400
2025-12-16,GOOG,306.0,311.85,303.83,307.73,307.33,21285200
2025-12-15,GOOG,312.62,312.7,305.74,309.32,308.92,22028900
2025-12-12,GOOG,314.8,316.14,306.96,310.52,310.11,21264800
2025-12-11,GOOG,321.1,321.99,309.88,313.7,313.29,25912100
2025-12-10,GOOG,316.62,321.87,315.4,321.0,320.58,22764500
2025-12-09,GOOG,313.1,318.71,312.62,317.75,317.34,14151300
2025-12-08,GOOG,321.03,321.23,311.91,314.45,314.04,22006900
2025-12-05,GOOG,320.0,323.83,319.98,322.09,321.46,15719900
2025-12-04,GOOG,323.05,323.1,315.59,318.39,317.77,20831600
2025-12-03,GOOG,316.03,322.04,314.28,320.62,319.99,32285100
2025-12-02,GOOG,316.9,318.6,314.22,316.02,315.4,24668200
2025-12-01,GOOG,317.48,319.63,313.98,315.12,314.5,28520600
2025-11-28,GOOG,323.43,326.88,316.94,320.12,319.49,19695800
2025-11-26,GOOG,320.78,324.99,317.2,320.28,319.65,29839600
2025-11-25,GOOG,326.8,328.67,317.82,323.64,323.01,50899300
2025-11-24,GOOG,311.01,319.8,309.4,318.47,317.85,55311800
2025-11-21,GOOG,296.87,303.96,294.36,299.65,299.06,43670600
2025-11-20,GOOG,304.74,306.89,289.17,289.98,289.41,34801400
2025-11-19,GOOG,287.68,304.25,287.67,292.99,292.42,43123600
2025-11-18,GOOG,288.48,289.43,279.01,284.96,284.4,29702200
2025-11-17,GOOG,286.4,294.52,284.23,285.6,285.04,34286100
2025-11-14,GOOG,271.89,279.15,271.41,276.98,276.44,18330500
2025-11-13,GOOG,282.98,283.51,278.0,279.12,278.57,18060200
2025-11-12,GOOG,292.08,292.36,284.38,287.43,286.87,16998800
2025-11-11,GOOG,288.2,292.34,287.88,291.74,291.17,14156700
2025-11-10,GOOG,285.27,291.46,283.54,290.59,290.02,19508200
2025-11-07,GOOG,284.21,284.5,275.74,279.7,279.15,21991100
2025-11-06,GOOG,285.73,288.81,281.62,285.34,284.78,23103800
2025-11-05,GOOG,279.38,286.7,277.88,284.75,284.19,20063200
2025-11-04,GOOG,277.07,281.83,276.86,278.06,277.52,18123700
2025-11-03,GOOG,282.42,285.94,280.37,284.12,283.56,19691800
2025-10-31,GOOG,283.2,286.29,277.52,281.82,281.27,29932800
2025-10-30,GOOG,291.72,291.93,280.45,281.9,281.35,48570000
2025-10-29,GOOG,268.61,275.97,268.43,275.17,274.63,26287900
2025-10-28,GOOG,270.2,271.38,267.17,268.43,267.9,20101200
2025-10-27,GOOG,265.36,270.8,264.94,269.93,269.4,22987700
2025-10-24,GOOG,257.3,262.51,256.1,260.51,260.0,18406000
2025-10-23,GOOG,253.7,255.86,252.77,253.73,253.23,13241300
2025-10-22,GOOG,255.01,257.18,250.45,252.53,252.04,19650200
2025-10-21,GOOG,255.25,255.38,244.67,251.34,250.85,27836400
2025-10-20,GOOG,255.23,257.88,254.6,257.02,256.52,13726800
2025-10-17,GOOG,251.35,254.88,248.59,253.79,253.29,17653800
2025-10-16,GOOG,252.46,257.58,250.67,251.88,251.39,18946000
2025-10-15,GOOG,248.09,252.76,246.79,251.71,251.22,16048100
2025-10-14,GOOG,241.76,248.02,241.18,246.19,245.71,17705400
2025-10-13,GOOG,241.03,244.99,240.75,244.64,244.16,12465000
2025-10-10,GOOG,242.16,244.84,236.68,237.49,237.03,22449100
2025-10-09,GOOG,245.06,245.55,239.68,242.21,241.74,19375700
2025-10-08,GOOG,246.2,247.26,245.09,245.46,244.98,14136500
2025-10-07,GOOG,248.93,251.55,246.81,247.13,246.65,13811200
2025-10-06,GOOG,245.78,252.2,245.69,251.51,251.02,18309000
2025-10-03,GOOG,245.23,247.12,242.47,246.45,245.97,19941400
2025-10-02,GOOG,245.64,247.63,243.1,246.43,245.95,20657500
2025-10-01,GOOG,241.18,247.15,239.2,245.54,245.06,23967700
2025-09-30,GOOG,243.06,243.68,239.57,243.55,243.07,22541200
2025-09-29,GOOG,248.27,251.65,243.2,244.36,243.88,23157200
2025-09-26,GOOG,247.79,250.12,246.64,247.18,246.7,16594600
2025-09-25,GOOG,244.84,247.32,241.65,246.57,246.09,17379800
2025-09-24,GOOG,252.15,252.96,247.22,247.83,247.35,16958500
2025-09-23,GOOG,253.65,254.77,251.09,252.34,251.85,17521100
2025-09-22,GOOG,254.78,256.31,250.81,252.88,252.39,20079000
2025-09-19,GOOG,253.4,256.7,252.07,255.24,254.74,41616800
2025-09-18,GOOG,251.86,254.14,250.11,252.33,251.84,21166400
2025-09-17,GOOG,251.46,251.95,246.58,249.85,249.36,20491300
2025-09-16,GOOG,252.33,253.23,249.71,251.42,250.93,24493500
2025-09-15,GOOG,245.14,252.75,244.98,251.76,251.27,29935200
2025-09-12,GOOG,240.8,242.42,238.5,241.38,240.91,14536600
2025-09-11,GOOG,240.14,242.57,236.58,240.78,240.31,21308600
2025-09-10,GOOG,239.25,242.08,238.11,239.56,239.09,19990100
2025-09-09,GOOG,234.19,240.59,233.38,239.94,239.47,22854800
2025-09-08,GOOG,235.79,238.4,233.73,234.16,233.7,23128800
2025-09-05,GOOG,232.66,236.13,232.38,235.17,234.5,26127700
2025-09-04,GOOG,230.15,232.77,226.76,232.66,232.0,32196000
2025-09-03,GOOG,226.48,231.8,225.12,231.1,230.44,72250300
2025-09-02,GOOG,208.99,212.37,206.96,211.99,211.39,28900100
2025-08-29,GOOG,211.27,215.34,210.97,213.53,212.92,24682200
2025-08-28,GOOG,207.84,212.9,207.6,212.37,211.77,20915700
2025-08-27,GOOG,206.46,209.57,206.39,208.21,207.62,15249000
2025-08-26,GOOG,208.37,208.46,206.45,207.95,207.36,23051000
2025-08-25,GOOG,207.0,211.09,205.95,209.16,208.56,22788800
2025-08-22,GOOG,203.96,209.23,202.13,206.72,206.13,25723700
2025-08-21,GOOG,200.72,203.36,200.4,200.62,200.05,11768900
2025-08-20,GOOG,201.68,202.17,197.46,200.19,199.62,13971700
2025-08-19,GOOG,203.9,204.29,200.93,202.49,201.91,13476600
2025-08-18,GOOG,205.07,206.14,203.41,204.29,203.71,13000200
2025-08-15,GOOG,204.72,207.33,202.09,204.91,204.33,21111400
2025-08-14,GOOG,202.56,205.42,202.32,203.82,203.24,17777100
2025-08-13,GOOG,204.98,205.43,198.64,203.03,202.45,19573000
2025-08-12,GOOG,202.1,205.13,201.4,204.16,203.58,19854000
2025-08-11,GOOG,201.55,202.16,199.8,201.63,201.06,16690200
2025-08-08,GOOG,197.98,203.43,197.9,202.09,201.51,24379900
2025-08-07,GOOG,197.71,198.37,195.22,197.28,196.72,14660600
2025-08-06,GOOG,195.25,197.38,194.47,196.92,196.36,15383700
2025-08-05,GOOG,195.54,198.7,194.68,195.32,194.76,19010200
2025-08-04,GOOG,191.18,196.08,190.92,195.75,195.19,23386000
2025-08-01,GOOG,189.78,191.62,188.7,189.95,189.41,21236700
2025-07-31,GOOG,196.6,196.83,192.08,192.86,192.31,27852000
2025-07-30,GOOG,196.3,198.48,195.56,197.44,196.88,21150500
2025-07-29,GOOG,193.3,196.66,192.99,196.43,195.87,31891600
2025-07-28,GOOG,194.41,194.82,191.85,193.42,192.87,25553500
2025-07-25,GOOG,192.93,195.27,192.13,194.08,193.53,31101800
2025-07-24,GOOG,198.11,198.97,191.95,193.2,192.65,45252100
2025-07-23,GOOG,192.36,193.36,190.18,191.51,190.96,34068100
2025-07-22,GOOG,192.42,193.36,188.49,192.11,191.56,26212900
2025-07-21,GOOG,187.1,191.26,187.05,191.15,190.61,24665000
2025-07-18,GOOG,186.62,187.36,184.73,185.94,185.41,21033400
2025-07-17,GOOG,183.12,185.19,181.5,184.7,184.17,21654400
2025-07-16,GOOG,184.32,185.34,183.08,183.77,183.25,21152600
2025-07-15,GOOG,183.94,185.41,182.39,183.1,182.58,23911600
2025-07-14,GOOG,182.07,184.73,180.71,182.81,182.29,20990400
2025-07-11,GOOG,177.91,182.61,177.54,181.31,180.79,23975700
2025-07-10,GOOG,176.67,179.59,175.74,178.7,178.19,24693700
2025-07-09,GOOG,176.11,180.28,173.88,177.66,177.15,31288000
2025-07-08,GOOG,178.78,178.79,173.92,175.16,174.66,24108600
2025-07-07,GOOG,180.13,180.34,176.64,177.56,177.05,20991400
2025-07-03,GOOG,179.82,180.77,178.19,180.55,180.04,13287400
2025-07-02,GOOG,176.54,179.93,176.09,179.76,179.25,19325900
2025-07-01,GOOG,176.8,177.22,174.66,176.91,176.41,25778500
2025-06-30,GOOG,180.79,181.58,175.5,177.39,176.88,43964600
2025-06-27,GOOG,174.63,178.84,172.71,178.27,177.76,74053100
2025-06-26,GOOG,173.38,174.65,170.86,174.43,173.93,25909100
2025-06-25,GOOG,168.65,173.36,168.56,171.49,171.0,23627400
2025-06-24,GOOG,167.68,169.25,166.91,167.74,167.26,27310300
2025-06-23,GOOG,167.32,168.48,163.33,166.01,165.54,36975600
2025-06-20,GOOG,174.87,175.37,166.27,167.73,167.25,55402600
2025-06-18,GOOG,177.28,177.82,172.84,173.98,173.48,32531800
2025-06-17,GOOG,177.0,178.71,175.94,177.23,176.73,17656100
2025-06-16,GOOG,175.9,178.24,175.82,177.94,177.43,18132500
2025-06-13,GOOG,173.58,178.34,173.57,175.88,175.38,20873200
2025-06-12,GOOG,177.48,178.13,176.11,176.97,176.47,17345900
2025-06-11,GOOG,181.23,181.75,178.0,178.79,178.28,18994400
2025-06-10,GOOG,177.76,182.45,176.48,180.01,179.5,32908000
2025-06-09,GOOG,175.87,177.91,175.66,177.63,177.12,18817600
2025-06-06,GOOG,172.3,175.83,172.3,174.92,174.21,22258100
2025-06-05,GOOG,171.62,172.36,169.35,169.81,169.12,25375400
2025-06-04,GOOG,168.28,169.58,167.79,169.39,168.7,18508700
2025-06-03,GOOG,168.87,169.8,166.68,167.71,167.03,25386700
2025-06-02,GOOG,169.01,171.06,168.65,170.37,169.68,24742900
2025-05-30,GOOG,172.41,173.44,168.52,172.85,172.15,36258300
2025-05-29,GOOG,175.0,175.4,171.78,172.96,172.26,21174700
2025-05-28,GOOG,173.98,176.48,173.01,173.38,172.68,25999200
2025-05-27,GOOG,171.3,174.29,171.21,173.98,173.28,24341300
2025-05-23,GOOG,170.28,171.21,169.26,169.59,168.9,24963600
2025-05-22,GOOG,173.35,178.13,171.88,171.98,171.28,45024100
2025-05-21,GOOG,164.95,174.53,164.89,170.06,169.37,45567600
2025-05-20,GOOG,167.76,169.68,164.26,165.32,164.65,33563300
2025-05-19,GOOG,165.71,167.95,165.41,167.87,167.19,21374700
2025-05-16,GOOG,168.93,170.65,166.95,167.43,166.75,36271400
2025-05-15,GOOG,167.14,167.51,163.84,165.4,164.73,22717600
2025-05-14,GOOG,161.31,168.34,160.93,166.81,166.14,31769200
2025-05-13,GOOG,159.92,162.06,157.58,160.89,160.24,24944300
2025-05-12,GOOG,159.1,160.44,157.89,159.58,158.93,31884900
2025-05-09,GOOG,155.55,156.43,153.83,154.38,153.76,22871000
2025-05-08,GOOG,155.92,157.41,154.1,155.75,155.12,38387500
2025-05-07,GOOG,166.07,166.99,149.49,152.8,152.18,78729800
2025-05-06,GOOG,163.96,166.74,163.13,165.2,164.53,10691900
2025-05-05,GOOG,164.51,167.1,164.47,166.05,165.38,15309300
2025-05-02,GOOG,164.96,166.7,163.66,165.81,165.14,16844900
2025-05-01,GOOG,162.52,163.94,160.93,162.79,162.13,21904300
2025-04-30,GOOG,159.86,161.37,157.15,160.89,160.24,20639500
2025-04-29,GOOG,162.04,162.68,159.39,162.06,161.4,15955200
2025-04-28,GOOG,164.26,164.95,160.38,162.42,161.76,20871200
2025-04-25,GOOG,167.1,168.24,163.0,163.85,163.19,35148100
2025-04-24,GOOG,158.52,161.71,158.09,161.47,160.82,30787500
2025-04-23,GOOG,157.91,160.02,156.35,157.72,157.08,18575700
2025-04-22,GOOG,151.07,154.61,150.87,153.9,153.28,15910300
2025-04-21,GOOG,150.96,151.06,148.4,149.86,149.25,16147800
2025-04-17,GOOG,156.61,157.07,150.9,153.36,152.74,19513400
2025-04-16,GOOG,155.47,158.18,153.91,155.5,154.87,16921500
2025-04-15,GOOG,161.57,162.05,157.65,158.68,158.04,15690800
2025-04-14,GOOG,162.31,164.03,159.92,161.47,160.82,18255900
2025-04-11,GOOG,155.59,159.86,155.59,159.4,158.76,22582000
2025-04-10,GOOG,158.76,160.03,152.2,155.37,154.74,35270500
2025-04-09,GOOG,146.33,161.87,145.81,161.06,160.41,46479500
2025-04-08,GOOG,153.57,154.44,145.21,146.58,145.99,35304400
2025-04-07,GOOG,143.39,154.93,142.66,149.24,148.64,47823000
2025-04-04,GOOG,149.9,153.09,147.54,147.74,147.14,39832200
2025-04-03,GOOG,152.84,154.69,152.18,152.63,152.01,28416100
2025-04-02,GOOG,156.96,160.27,156.53,158.86,158.22,17113300
2025-04-01,GOOG,155.3,160.08,155.26,158.88,158.24,20111400
2025-03-31,GOOG,154.81,157.13,152.21,156.23,155.6,33591600
2025-03-28,GOOG,162.36,163.81,155.34,156.06,155.43,34866500
2025-03-27,GOOG,166.71,167.44,163.85,164.08,163.42,21571200
2025-03-26,GOOG,171.3,171.94,166.86,167.14,166.46,22498000
2025-03-25,GOOG,171.18,172.91,170.55,172.79,172.09,13841600
2025-03-24,GOOG,169.26,170.5,167.44,169.93,169.24,18742800
2025-03-21,GOOG,163.38,166.47,163.03,166.25,165.58,29882100
2025-03-20,GOOG,163.82,167.03,163.14,165.05,164.38,19981500
2025-03-19,GOOG,163.91,168.13,163.05,166.28,165.61,24955700
2025-03-18,GOOG,165.96,166.44,158.8,162.67,162.01,24616800
2025-03-17,GOOG,167.32,168.46,165.81,166.57,165.9,17839100
2025-03-14,GOOG,165.32,168.25,164.51,167.62,166.94,18611100
2025-03-13,GOOG,167.98,168.12,164.07,164.73,164.06,15206200
2025-03-12,GOOG,168.47,169.53,165.48,169.0,168.32,19880100
2025-03-11,GOOG,166.68,168.65,163.24,165.98,165.31,23705900
2025-03-10,GOOG,170.16,170.45,165.57,167.81,167.13,28990700
2025-03-07,GOOG,173.24,176.9,172.25,175.75,174.84,16395300
2025-03-06,GOOG,172.55,176.73,172.51,174.21,173.31,19082400
2025-03-05,GOOG,172.32,175.75,170.93,174.99,174.08,18848000
2025-03-04,GOOG,167.94,175.16,167.54,172.61,171.72,30711400
2025-03-03,GOOG,173.73,175.0,167.64,168.66,167.79,24122000
2025-02-28,GOOG,170.3,172.5,168.39,172.22,171.33,30049800
2025-02-27,GOOG,175.94,176.59,169.75,170.21,169.33,25930500
2025-02-26,GOOG,176.95,178.08,173.59,174.7,173.8,23637200
2025-02-25,GOOG,180.15,180.76,176.77,177.37,176.45,20832500
2025-02-24,GOOG,183.8,185.09,180.88,181.19,180.25,18734000
2025-02-21,GOOG,187.29,187.47,181.13,181.58,180.64,19520800
2025-02-20,GOOG,186.5,187.12,184.6,186.64,185.67,12063800
2025-02-19,GOOG,186.18,187.36,185.5,187.13,186.16,13120500
2025-02-18,GOOG,187.44,187.78,183.58,185.8,184.84,19796000
