日期,股票代碼,開盤價,最高價,最低價,收盤價,調整後收盤價,成交量
2026-03-17,TSM,340.6,346.76,338.4,345.98,345.17,11434600
2026-03-16,TSM,341.25,344.63,339.82,340.23,338.48,11123500
2026-03-13,TSM,343.92,344.52,336.22,338.31,336.57,17299900
2026-03-12,TSM,345.93,346.89,336.38,336.71,334.98,17549400
2026-03-11,TSM,353.93,357.35,350.36,354.56,352.74,10683300
2026-03-10,TSM,348.47,353.5,344.31,347.09,345.31,12985600
2026-03-09,TSM,335.6,349.4,331.92,348.7,346.91,19182800
2026-03-06,TSM,343.5,348.72,336.69,338.89,337.15,13803000
2026-03-05,TSM,354.9,359.47,343.8,353.86,352.04,16249800
2026-03-04,TSM,357.43,361.09,354.55,357.44,355.6,12131100
2026-03-03,TSM,349.55,355.98,344.14,353.13,351.32,18580200
2026-03-02,TSM,365.36,373.1,364.65,369.11,367.21,12571600
2026-02-27,TSM,370.14,376.68,368.62,374.58,372.65,9186600
2026-02-26,TSM,386.18,386.47,369.7,376.81,374.87,14535700
2026-02-25,TSM,390.21,390.21,384.83,387.73,385.74,10948400
2026-02-24,TSM,379.4,389.18,376.05,385.75,383.77,13269500
2026-02-23,TSM,367.01,373.43,366.46,370.04,368.14,9550200
2026-02-20,TSM,359.78,372.2,359.1,370.54,368.64,9009200
2026-02-19,TSM,359.72,362.8,357.44,360.39,358.54,6346500
2026-02-18,TSM,363.86,369.39,360.71,362.26,360.4,7310500
2026-02-17,TSM,361.87,366.2,356.24,364.2,362.33,10063800
2026-02-13,TSM,369.15,371.11,360.77,366.36,364.48,10468200
2026-02-12,TSM,379.0,380.0,322.1,368.1,366.21,16835400
2026-02-11,TSM,370.08,379.58,368.39,374.09,372.17,18651300
2026-02-10,TSM,364.33,364.76,356.39,361.91,360.05,14622100
2026-02-09,TSM,348.76,359.6,347.8,355.41,353.58,14594900
2026-02-06,TSM,337.5,349.72,336.65,348.85,347.06,17025500
2026-02-05,TSM,322.82,334.57,319.65,330.73,329.03,14812000
2026-02-04,TSM,335.6,338.8,319.07,325.74,324.07,18176000
2026-02-03,TSM,345.07,347.05,330.02,335.75,334.02,12540000
2026-02-02,TSM,330.76,344.2,329.1,341.36,339.61,12459100
2026-01-30,TSM,335.42,339.9,329.1,330.56,328.86,12028100
2026-01-29,TSM,339.8,343.74,328.2,339.55,337.8,13844800
2026-01-28,TSM,343.03,345.5,338.66,342.3,340.54,12140100
2026-01-27,TSM,336.5,341.25,334.56,338.34,336.6,11298100
2026-01-26,TSM,332.79,335.1,330.23,332.71,331.0,8646400
2026-01-23,TSM,332.07,337.15,331.37,334.87,333.15,12904400
2026-01-22,TSM,333.42,335.05,326.9,327.37,325.69,12801000
2026-01-21,TSM,333.43,333.64,325.68,326.12,324.44,16789800
2026-01-20,TSM,340.79,342.15,326.9,327.16,325.48,22809900
2026-01-16,TSM,346.51,349.85,341.46,342.4,340.64,18246100
2026-01-15,TSM,342.81,351.33,337.92,341.64,339.88,42188500
2026-01-14,TSM,329.86,329.86,324.82,327.11,325.43,11210800
2026-01-13,TSM,332.87,336.42,330.78,331.21,329.51,11473600
2026-01-12,TSM,322.1,333.55,321.06,331.77,330.06,12714800
2026-01-09,TSM,319.83,324.77,318.25,323.63,321.97,12325100
2026-01-08,TSM,324.39,324.5,316.14,318.01,316.38,10850800
2026-01-07,TSM,324.67,326.3,318.54,318.68,317.04,11744800
2026-01-06,TSM,330.22,333.08,324.59,327.43,325.75,15599600
2026-01-05,TSM,330.4,331.25,321.5,322.25,320.59,17446300
2026-01-02,TSM,311.98,321.59,311.7,319.61,317.97,18526900
2025-12-31,TSM,304.0,307.39,303.43,303.89,302.33,8175100
2025-12-30,TSM,302.36,304.55,299.45,299.58,298.04,6190600
2025-12-29,TSM,301.78,304.5,298.65,300.92,299.37,6205100
2025-12-26,TSM,299.9,303.38,298.52,302.84,301.28,5125900
2025-12-24,TSM,297.74,299.16,296.23,298.8,297.26,2753900
2025-12-23,TSM,293.4,297.91,292.2,296.95,295.42,6802300
2025-12-22,TSM,294.67,295.01,291.21,293.28,291.77,6091100
2025-12-19,TSM,286.38,292.17,286.38,288.95,287.46,12735800
2025-12-18,TSM,285.0,287.16,281.75,284.68,283.22,11260300
2025-12-17,TSM,288.53,289.1,275.08,276.96,275.54,16823000
2025-12-16,TSM,287.26,288.46,283.32,286.87,285.4,11418400
2025-12-15,TSM,295.15,295.8,287.55,287.74,286.26,12082400
2025-12-12,TSM,304.28,304.28,290.98,292.04,290.54,19306100
2025-12-11,TSM,305.32,305.84,299.64,304.85,303.28,15028400
2025-12-10,TSM,305.37,313.98,302.5,310.14,307.72,12429200
2025-12-09,TSM,299.99,304.68,298.5,303.41,301.04,11349100
2025-12-08,TSM,301.2,302.62,296.72,301.87,299.51,16643100
2025-12-05,TSM,296.05,300.8,293.25,294.72,292.42,10275300
2025-12-04,TSM,293.98,294.03,290.2,292.93,290.64,6753000
2025-12-03,TSM,292.18,296.62,286.07,295.45,293.14,9599200
2025-12-02,TSM,292.0,294.5,289.18,292.09,289.81,10746400
2025-12-01,TSM,286.92,291.16,283.19,287.68,285.43,7713000
2025-11-28,TSM,292.48,292.67,289.0,291.51,289.23,5515400
2025-11-26,TSM,289.1,292.81,287.73,289.96,287.69,12220300
2025-11-25,TSM,282.73,285.4,273.08,284.68,282.45,13726800
2025-11-24,TSM,273.19,285.06,273.19,284.64,282.41,13570300
2025-11-21,TSM,272.81,278.69,266.82,275.06,272.91,20872800
2025-11-20,TSM,292.21,292.85,276.41,277.5,275.33,15747300
2025-11-19,TSM,276.92,284.55,276.32,282.37,280.16,11179200
2025-11-18,TSM,277.55,280.19,272.72,277.91,275.74,11850400
2025-11-17,TSM,281.44,286.53,279.8,282.01,279.81,10227100
2025-11-14,TSM,275.91,286.86,273.23,284.82,282.59,11486800
2025-11-13,TSM,289.17,289.5,280.0,282.2,279.99,13827600
2025-11-12,TSM,293.7,294.87,289.58,290.62,288.35,9715900
2025-11-11,TSM,292.06,294.92,288.91,291.17,288.89,9666300
2025-11-10,TSM,294.36,297.13,291.75,295.27,292.96,10869200
2025-11-07,TSM,285.21,287.89,277.13,286.5,284.26,15715700
2025-11-06,TSM,294.1,294.64,287.38,289.24,286.98,11516900
2025-11-05,TSM,292.62,298.22,291.5,293.64,291.34,10502500
2025-11-04,TSM,296.88,301.99,293.51,294.05,291.75,16224300
2025-11-03,TSM,302.59,310.12,302.12,304.86,302.48,12466600
2025-10-31,TSM,305.99,307.68,296.68,300.43,298.08,12667900
2025-10-30,TSM,303.08,307.31,300.82,303.22,300.85,14507100
2025-10-29,TSM,305.8,307.96,302.38,305.09,302.7,16177300
2025-10-28,TSM,298.32,302.13,296.08,301.53,299.17,11804200
2025-10-27,TSM,298.65,300.48,293.69,298.25,295.92,13615000
2025-10-24,TSM,295.57,297.95,294.39,294.96,292.65,8747000
2025-10-23,TSM,289.8,294.09,289.63,290.73,288.46,10379900
2025-10-22,TSM,293.0,295.2,284.4,288.88,286.62,15409100
2025-10-21,TSM,299.0,299.37,293.66,294.51,292.21,11190500
2025-10-20,TSM,300.0,303.65,297.06,297.7,295.37,13391600
2025-10-17,TSM,298.4,303.3,294.92,295.08,292.77,17633300
2025-10-16,TSM,310.93,311.37,296.69,299.84,297.5,26341500
2025-10-15,TSM,306.29,306.61,300.07,304.71,302.33,20788000
2025-10-14,TSM,295.63,301.75,291.34,295.94,293.63,16567900
2025-10-13,TSM,298.24,304.63,292.32,302.89,300.52,20318300
2025-10-10,TSM,299.96,300.2,280.33,280.66,278.47,23398000
2025-10-09,TSM,302.31,302.83,297.42,299.88,297.54,10259900
2025-10-08,TSM,295.0,306.4,293.98,304.52,302.14,12821200
2025-10-07,TSM,306.62,307.1,293.28,294.03,291.73,13081000
2025-10-06,TSM,300.01,307.3,299.94,302.4,300.04,15785000
2025-10-03,TSM,292.86,296.06,290.49,292.19,289.91,10572500
2025-10-02,TSM,296.52,296.72,287.03,288.11,285.86,10198000
2025-10-01,TSM,278.44,290.48,277.17,288.47,286.21,14620100
2025-09-30,TSM,275.32,279.49,273.83,279.29,277.11,8348800
2025-09-29,TSM,276.49,279.87,273.23,273.23,271.09,8046200
2025-09-26,TSM,273.89,275.5,270.62,273.36,271.22,10451900
2025-09-25,TSM,273.12,277.14,270.19,276.66,274.5,11863400
2025-09-24,TSM,280.31,281.21,276.72,280.71,278.52,10231000
2025-09-23,TSM,282.4,286.0,280.0,282.71,280.5,17830300
2025-09-22,TSM,266.54,276.36,265.45,272.63,270.5,15630300
2025-09-19,TSM,266.37,266.57,262.81,264.87,262.8,17640200
2025-09-18,TSM,258.0,270.54,257.98,268.64,266.54,16917300
2025-09-17,TSM,264.34,264.81,259.73,262.79,260.74,10422000
2025-09-16,TSM,265.92,266.44,260.61,262.06,260.01,10381900
2025-09-15,TSM,260.0,262.8,258.75,261.38,258.52,8147700
2025-09-12,TSM,260.85,260.95,258.38,259.33,256.49,8496600
2025-09-11,TSM,260.35,261.64,258.23,258.91,256.08,10005000
2025-09-10,TSM,258.87,264.58,257.75,260.44,257.59,18822400
2025-09-09,TSM,246.93,254.73,246.93,250.92,248.18,13443400
2025-09-08,TSM,241.99,247.88,241.62,247.19,244.49,12986600
2025-09-05,TSM,240.24,244.55,237.9,243.41,240.75,14056600
2025-09-04,TSM,231.35,235.31,230.3,235.21,232.64,6241900
2025-09-03,TSM,231.52,232.45,228.6,231.39,228.86,7198500
2025-09-02,TSM,226.15,229.34,225.63,228.39,225.89,13974900
2025-08-29,TSM,235.84,235.95,230.58,230.87,228.34,15526000
2025-08-28,TSM,236.3,240.66,236.0,238.27,235.66,8466200
2025-08-27,TSM,236.87,239.4,235.44,239.29,236.67,9516400
2025-08-26,TSM,236.37,238.83,235.73,238.72,236.11,9793100
2025-08-25,TSM,234.3,237.28,232.25,235.59,233.01,7655000
2025-08-22,TSM,228.0,234.45,226.17,232.99,230.44,10299500
2025-08-21,TSM,228.15,230.33,226.26,227.33,224.84,7449100
2025-08-20,TSM,228.14,229.03,223.7,228.6,226.1,17165200
2025-08-19,TSM,240.02,240.17,232.58,232.7,230.15,14594700
2025-08-18,TSM,239.99,242.86,239.99,241.41,238.77,6919800
2025-08-15,TSM,240.33,240.8,237.26,238.88,236.27,8155500
2025-08-14,TSM,237.97,241.38,236.82,241.0,238.36,11040500
2025-08-13,TSM,246.43,246.43,239.94,241.44,238.8,7971900
2025-08-12,TSM,243.72,244.77,241.7,244.29,241.62,7295800
2025-08-11,TSM,242.04,245.35,241.54,242.09,239.44,8272900
2025-08-08,TSM,243.16,243.16,238.97,241.83,239.18,10552500
2025-08-07,TSM,244.47,247.84,240.8,242.62,239.97,17691000
2025-08-06,TSM,231.03,232.2,228.82,231.37,228.84,9457200
2025-08-05,TSM,238.33,238.63,230.17,232.47,229.93,11868900
2025-08-04,TSM,237.91,239.0,236.39,239.0,236.39,6450700
2025-08-01,TSM,235.62,237.19,231.84,235.21,232.64,13549800
2025-07-31,TSM,245.98,247.41,239.8,241.62,238.98,13490700
2025-07-30,TSM,242.12,244.57,241.22,242.91,240.25,6823800
2025-07-29,TSM,241.5,243.97,239.82,241.33,238.69,9411500
2025-07-28,TSM,243.0,243.95,241.05,242.75,240.09,11892200
2025-07-25,TSM,241.32,246.24,240.94,245.6,242.91,11593400
2025-07-24,TSM,240.21,241.95,238.03,241.6,238.96,9081900
2025-07-23,TSM,238.52,240.5,236.38,240.33,237.7,9885400
2025-07-22,TSM,237.83,238.0,231.76,234.6,232.03,11919500
2025-07-21,TSM,240.12,242.34,238.71,238.85,236.24,11971800
2025-07-18,TSM,245.31,245.97,238.69,240.4,237.77,16252000
2025-07-17,TSM,245.79,248.28,241.39,245.6,242.91,27395700
2025-07-16,TSM,236.4,238.31,234.15,237.56,234.96,15092800
2025-07-15,TSM,234.46,237.71,233.85,236.95,234.36,14270100
2025-07-14,TSM,229.33,229.85,226.31,228.67,226.17,10673500
2025-07-11,TSM,231.0,232.27,229.4,230.4,227.88,8817800
2025-07-10,TSM,232.78,233.05,227.77,229.76,227.25,13124700
2025-07-09,TSM,230.45,233.27,230.24,231.84,229.3,9475300
2025-07-08,TSM,229.78,230.33,227.54,227.86,225.37,8854400
2025-07-07,TSM,231.63,232.55,227.44,229.17,226.66,13817500
2025-07-03,TSM,233.87,237.58,233.27,234.8,232.23,7779600
2025-07-02,TSM,224.48,233.82,224.0,233.6,231.04,12012500
2025-07-01,TSM,227.43,228.6,221.18,224.68,222.22,9990200
2025-06-30,TSM,227.44,228.15,224.8,226.49,224.01,9279800
2025-06-27,TSM,224.3,228.88,224.03,228.57,226.07,13133000
2025-06-26,TSM,224.98,225.22,222.7,224.01,221.56,7982200
2025-06-25,TSM,220.8,223.5,220.8,222.74,220.3,9168400
2025-06-24,TSM,214.39,220.37,213.88,220.09,217.68,14814700
2025-06-23,TSM,206.63,210.59,206.2,210.32,208.02,7535500
2025-06-20,TSM,215.2,215.5,208.15,209.51,207.22,16992000
2025-06-18,TSM,214.7,215.17,212.89,213.5,211.16,6932000
2025-06-17,TSM,213.89,215.94,213.5,213.9,211.56,8389700
2025-06-16,TSM,213.0,217.6,212.73,215.68,213.32,10932900
2025-06-13,TSM,210.11,213.26,209.4,211.1,208.79,10152500
2025-06-12,TSM,212.92,215.88,211.91,215.43,213.07,9796100
2025-06-11,TSM,215.0,217.43,212.95,214.1,210.99,13326400
2025-06-10,TSM,211.61,213.23,209.96,212.46,209.37,14514000
2025-06-09,TSM,206.4,209.27,205.87,207.0,203.99,11472300
2025-06-06,TSM,203.58,206.29,203.23,205.18,202.2,8532000
2025-06-05,TSM,204.88,205.76,202.28,203.34,200.38,12214300
2025-06-04,TSM,201.38,204.03,200.38,202.4,199.46,13531100
2025-06-03,TSM,194.35,198.17,193.64,197.61,194.74,9548300
2025-06-02,TSM,193.04,195.16,192.2,194.84,192.01,7447400
2025-05-30,TSM,195.77,195.91,190.56,193.32,190.51,11998300
2025-05-29,TSM,199.46,199.8,196.08,197.15,194.28,14609900
2025-05-28,TSM,196.09,198.07,195.48,196.14,193.29,17787600
2025-05-27,TSM,194.1,198.31,193.7,197.68,194.81,12228200
2025-05-23,TSM,192.02,192.8,190.03,191.98,189.19,9403100
2025-05-22,TSM,191.34,196.83,191.34,196.19,193.34,11825000
2025-05-21,TSM,193.1,195.27,190.53,191.76,188.97,7375700
2025-05-20,TSM,191.8,193.73,190.81,193.45,190.64,7054100
2025-05-19,TSM,189.0,193.5,188.81,193.5,190.69,10144400
2025-05-16,TSM,194.53,195.08,192.57,194.22,191.4,9146700
2025-05-15,TSM,193.1,194.49,191.63,194.22,191.4,10241800
2025-05-14,TSM,195.28,196.22,193.23,194.76,191.93,12359000
2025-05-13,TSM,187.72,194.28,187.72,193.99,191.17,19996000
2025-05-12,TSM,187.28,189.17,184.61,186.98,184.26,22064900
2025-05-09,TSM,179.8,180.46,176.47,176.52,173.95,11582800
2025-05-08,TSM,175.34,177.45,173.66,175.22,172.67,10343000
2025-05-07,TSM,174.1,175.98,171.37,174.54,172.0,9682500
2025-05-06,TSM,172.6,174.74,170.59,172.28,169.77,14565600
2025-05-05,TSM,179.0,180.08,176.25,176.4,173.83,14618900
2025-05-02,TSM,179.8,180.65,177.14,179.28,176.67,21691200
2025-05-01,TSM,172.8,174.78,170.95,172.72,170.21,22670600
2025-04-30,TSM,163.54,166.92,161.75,166.69,164.27,10073000
2025-04-29,TSM,164.38,166.0,163.5,164.48,162.09,9830100
2025-04-28,TSM,165.0,165.32,160.5,163.4,161.02,11415600
2025-04-25,TSM,163.93,165.91,161.16,165.1,162.7,14654800
2025-04-24,TSM,157.78,164.55,157.39,164.18,161.79,18761100
2025-04-23,TSM,159.37,160.38,156.0,157.81,155.52,17667900
2025-04-22,TSM,148.0,152.6,147.44,151.4,149.2,12668600
2025-04-21,TSM,149.99,150.28,145.84,147.86,145.71,15170500
2025-04-17,TSM,156.05,157.5,151.45,151.74,149.53,27239900
2025-04-16,TSM,150.6,153.54,148.49,151.67,149.46,23806100
2025-04-15,TSM,156.49,158.25,156.05,157.33,155.04,14306600
2025-04-14,TSM,158.3,158.59,154.03,155.84,153.57,17509400
2025-04-11,TSM,156.0,158.01,153.25,157.08,154.8,19632200
2025-04-10,TSM,155.5,156.0,146.91,151.13,148.93,24503500
2025-04-09,TSM,140.2,160.62,137.9,158.75,156.44,45612500
2025-04-08,TSM,151.98,152.61,138.98,141.37,139.31,30479700
2025-04-07,TSM,134.51,153.75,134.25,146.17,144.04,46388300
2025-04-04,TSM,150.89,151.31,144.84,146.8,144.67,36085100
2025-04-03,TSM,160.06,161.8,157.21,157.38,155.09,28370500
2025-04-02,TSM,166.85,171.75,166.35,170.39,167.91,10072700
2025-04-01,TSM,166.39,168.87,165.06,168.64,166.19,9180000
2025-03-31,TSM,160.36,166.13,159.73,166.0,163.59,19408300
2025-03-28,TSM,168.04,168.63,164.06,165.25,162.85,16332000
2025-03-27,TSM,171.39,171.61,167.55,168.24,165.79,17559100
2025-03-26,TSM,179.23,179.55,171.47,173.5,170.98,14612400
2025-03-25,TSM,182.47,182.51,179.8,180.9,178.27,8718800
2025-03-24,TSM,179.99,182.93,179.68,181.16,178.53,11440000
2025-03-21,TSM,174.91,177.2,173.79,176.73,174.16,9993200
2025-03-20,TSM,174.85,178.67,174.55,177.47,174.89,12209700
2025-03-19,TSM,173.0,175.73,171.74,173.76,171.23,10678500
2025-03-18,TSM,174.38,174.58,170.43,173.13,170.61,9986000
2025-03-17,TSM,173.95,177.16,173.82,176.24,173.0,9678100
2025-03-14,TSM,172.65,174.37,171.93,174.09,170.89,11449400
2025-03-13,TSM,173.89,173.89,170.5,171.59,168.44,14381600
2025-03-12,TSM,175.6,178.13,174.76,177.17,173.92,14737600
2025-03-11,TSM,170.65,173.33,168.1,170.97,167.83,16561100
2025-03-10,TSM,172.47,174.89,167.91,170.65,167.52,18265100
2025-03-07,TSM,175.79,178.47,171.02,177.1,173.85,21012700
2025-03-06,TSM,178.58,181.55,175.79,175.85,172.62,17864300
2025-03-05,TSM,183.0,184.74,180.72,184.28,180.9,17334000
2025-03-04,TSM,175.06,183.6,174.18,180.0,176.69,29395200
2025-03-03,TSM,181.15,181.57,171.07,172.97,169.79,37403000
2025-02-28,TSM,179.31,182.16,175.52,180.53,177.21,27929400
2025-02-27,TSM,194.69,194.77,181.08,181.09,177.76,24219200
2025-02-26,TSM,191.09,196.08,191.09,194.62,191.05,14112300
2025-02-25,TSM,190.65,193.53,187.47,189.37,185.89,20581000
2025-02-24,TSM,196.88,198.79,191.46,191.65,188.13,15114300
2025-02-21,TSM,201.33,202.69,196.01,198.24,194.6,13757300
2025-02-20,TSM,200.28,200.34,197.61,200.1,196.42,10639300
2025-02-19,TSM,202.01,202.6,200.02,200.95,197.26,13163100
2025-02-18,TSM,204.76,205.85,200.52,202.74,199.02,14988100
2025-02-14,TSM,199.98,206.25,197.46,203.9,200.16,23220300
2025-02-13,TSM,201.88,202.3,199.23,201.83,198.12,15580900
2025-02-12,TSM,204.9,207.07,203.01,206.38,202.59,7373700
2025-02-11,TSM,205.13,209.84,201.0,208.74,204.91,9224500
2025-02-10,TSM,208.0,209.98,206.53,207.95,204.13,9296500
2025-02-07,TSM,213.01,213.18,205.72,206.12,202.33,11616200
2025-02-06,TSM,210.06,211.18,207.0,210.5,206.63,8491400
